Symbol	Adj Multiple	Date	Open	Adj Open	Forward Lag  1	Prediction	Choice	Sim	Trade Amount	
ENMD	0.0909090909	2007-04-17	1.87	20.57	0.0105263158	0.0395351312	1	6621752.60912534	1321572.26442628	
CRLRF	1	2007-04-18	0.53	0.53	0.0769230769	0.1026356013	1	6723605.7261888	1324350.52182507	
UPI	1	2007-04-19	4.16	4.16	-0.0453608247	0.0508416867	1	6662588.06599245	1344721.14523776	
CRLRF	1	2007-04-20	0.56	0.56	0.037037037	0.0548293011	1	6711920.57018499	1332517.61319849	
BLGO	1	2007-04-23	0.62	0.62	0	0.0704410728	1	6711900.57018499	1342384.114037	
FMD	0.1021855828	2007-04-24	38.1	372.8510318949	-0.0334012348	0.0415646518	1	6667043.41673976	1342380.114037	
PED	0.0029725476	2007-04-25	0.16	53.8258823529	-0.1874715849	0.0532658976	1	6417047.17748924	1333408.68334795	
ADMP	0.0588235294	2007-04-26	0.08	1.36	0.1111111111	0.0767195728	1	6559628.22587789	1283409.43549785	
GPCM	1	2007-04-27	0.68	0.68	-0.0540540541	0.076666708	1	6488693.32613867	1311925.64517558	
BLGO	1	2007-04-30	0.37	0.37	0.1290322581	0.1119762074	1	6656123.47649063	1297738.66522773	
AEY	1	2007-05-01	4.19	4.19	-0.0047505938	0.1047094165	1	6649779.36867449	1331224.69529813	
BLGO	1	2007-05-02	0.7	0.7	0	0.0860501598	1	6649759.36867449	1329955.8737349	
BLGO	1	2007-05-04	0.37	0.37	0	0.1035831968	1	6649739.36867449	1329951.8737349	
SNGX	0.05	2007-05-07	0.73	14.6	0.0833333333	0.2853662234	1	6760548.3581524	1329947.8737349	
AXGN	1.1923076923	2007-05-08	1.85	1.5516129032	-0.0004070556	0.1013505606	1	6759977.97429692	1352109.67163048	
PED	0.0029725043	2007-05-09	0.24	80.74	-0.0909669911	0.1956984139	1	6636971.0030511	1351995.59485938	
SNGX	0.05	2007-05-10	0.21	4.2	0	0.1774123542	1	6636951.0030511	1327394.20061022	
ESYS	1	2007-05-14	7.1	7.1	0.0152284264	0.0858518865	1	6657145.06701979	1327390.20061022	
DRL	0.0025	2007-05-15	1.27	508	-0.2096774194	0.0500808088	1	6377954.46743509	1331429.01340396	
AXGN	1.1890243902	2007-05-16	1.7	1.4297435897	-0.0934146341	0.0545445948	1	6258775.61079959	1275590.89348702	
ENRJ	0.2	2007-05-18	0.13	0.65	0	4.1407425384	1	6258755.61079959	1251755.12215992	
DARA	0.0003150173	2007-05-21	0.14	444.42	-0.1666741671	0.2061078573	1	6050101.03512315	1251751.12215992	
CCNI	1	2007-05-22	1.9	1.9	0.1219512195	0.1236634023	1	6197644.4750042	1210020.20702463	
DARA	0.0003150202	2007-05-23	0.15	476.16	-0.0666666667	0.24291116	1	6114989.21533748	1239528.89500084	
DARA	0.0003150173	2007-05-24	0.15	476.1642857143	0	0.1801670407	1	6114969.21533748	1222997.8430675	
DARA	0.0003150173	2007-05-25	0.14	444.42	-1.38469154264964E-005	0.0649223502	1	6114932.28064517	1222993.8430675	
ADAT	0.5	2007-05-29	1.65	3.3	-0.0189873418	0.3999923091	1	6091691.01881993	1222986.45612903	
TGC	1	2007-05-31	0.65	0.65	0	1.7667396764	1	6091671.01881993	1218338.20376399	
TGC	1	2007-06-01	0.65	0.65	0	1.1534123358	1	6091651.01881993	1218334.20376399	
HDY	0.125	2007-06-06	3.15	25.2	-0.1948051948	0.1168121206	1	5854293.96613864	1218330.20376399	
MCZ	1	2007-06-07	1.37	1.37	-0.0243902439	0.1021197423	1	5825716.4345965	1170858.79322773	
WFCF	1	2007-06-08	0.2	0.2	0	0.1283927924	1	5825696.4345965	1165143.2869193	
BLGO	1	2007-06-12	0.6	0.6	0.1764705882	0.0659663964	1	6031289.2499352	1165139.2869193	
CCNI	1	2007-06-13	1.55	1.55	0.0717948718	0.1329071992	1	6117872.37762657	1206257.84998704	
CRF	1.708566108	2007-06-14	18.35	10.74	0.0086989128	0.1462697766	1	6128496.14532593	1223574.47552531	
HDY	0.125	2007-06-15	3.06	24.48	-0.0066666667	0.1288564723	1	6120304.81713216	1225699.22906519	
TIGR	1	2007-06-18	2.94	2.94	0.0322580645	0.0338726415	1	6159770.65466205	1224060.96342643	
DRL	0.0025	2007-06-19	1.6	640	0.024691358	0.0712168766	1	6190169.2751789	1231954.13093241	
XTLB	0.1	2007-06-20	2.49	24.9	0.0728744939	0.0735984665	1	6280370.36582928	1238033.85503578	
SMSI	1	2007-06-22	13.54	13.54	0.0233463035	0.0829970588	1	6309675.05236234	1256074.07316586	
LTRX	0.1666666667	2007-06-25	1.28	7.68	-0.0078125	0.5017769225	1	6299796.18509302	1261935.01047247	
BLGO	1	2007-06-26	0.33	0.33	0.625	0.1134347587	1	7087250.70822965	1259959.2370186	
WFCF	1	2007-06-27	0.25	0.25	0	0.1864365803	1	7087230.70822965	1417450.14164593	
GPCM	1	2007-06-28	0.6	0.6	0	0.0700076598	1	7087210.70822965	1417446.14164593	
CRLRF	1	2007-06-29	0.79	0.79	-0.0853658537	0.0904850525	1	6966189.54979646	1417442.14164593	
LOCM	1	2007-07-02	9.17	9.17	0.0066889632	0.7815201959	1	6975488.86691993	1393237.90995929	
GSI	1	2007-07-03	5.8	5.8	0.3282442748	0.1855707764	1	7433401.72383223	1395097.77338399	
REED	1	2007-07-06	7.1	7.1	0.0443037975	0.1190911115	1	7499247.30872695	1486680.34476645	
CBEH	1	2007-07-10	2.06	2.06	0	1.0661629266	1	7499227.30872695	1499849.46174539	
WFCF	1	2007-07-11	0.19	0.19	0	0.0683341495	1	7499207.30872695	1499845.46174539	
LOCM	1	2007-07-12	9	9	-0.0103329506	0.1150211351	1	7483689.52094772	1499841.46174539	
DARA	0.0003150158	2007-07-13	0.07	222.2111111111	0	0.1739840882	1	7483669.52094772	1496737.90418954	
GSI	1	2007-07-16	7.75	7.75	-0.1208053691	0.0823412107	1	7302836.02916643	1496733.90418954	
DARA	0.0003150226	2007-07-17	0.08	253.95	0.125	0.2010707221	1	7485386.92989559	1460567.20583329	
LOCM	1	2007-07-18	8.5	8.5	-0.0748847926	0.089540622	1	7373258.60030038	1497077.38597912	
IIN	1	2007-07-19	7.1	7.1	0.0112359551	0.1778109109	1	7389807.72075049	1474651.72006008	
CUBA	1.4403292181	2007-07-20	14.39	9.9907714286	-0.0564793304	0.3365297339	1	7306313.44245328	1477961.5441501	
AXGN	1.187150838	2007-07-23	5.1	4.296	-0.1	0.1114462576	1	7160167.17360421	1461262.68849066	
REDF	1	2007-07-24	20.95	20.95	-0.1599045346	0.0816597406	1	6931158.53368465	1432033.43472084	
VASO	1	2007-07-25	0.15	0.15	0	0.1197858539	1	6931138.53368465	1386231.70673693	
HDY	0.125	2007-07-26	3.19	25.52	0.0641891892	0.1266453055	1	7020099.36621169	1386227.70673693	
CCNI	1	2007-07-27	1.55	1.55	0	0.1916731506	1	7020079.36621169	1404019.87324234	
REDF	1	2007-07-30	16.81	16.81	0.0112359551	0.0563848691	1	7035834.8254616	1404015.87324234	
ALYE	1	2007-07-31	1.01	1.01	0	0.1056685862	1	7035814.8254616	1407166.96509232	
AETI	1	2007-08-01	8.32	8.32	-0.0584795322	0.0612563854	1	6953504.59358486	1407162.96509232	
AOLS	1	2007-08-02	0.59	0.59	-0.1666666667	0.1894082408	1	6721701.10713203	1390700.91871697	
TBUFF	1	2007-08-03	0.63	0.63	0	0.1347127942	1	6721681.10713203	1344340.22142641	
BLGO	1	2007-08-06	0.5	0.5	0	0.1155901505	1	6721661.10713203	1344336.22142641	
NROM	1	2007-08-07	6.4	6.4	0	0.0668328622	1	6721641.10713203	1344332.22142641	
PURE	0.125	2007-08-08	3.25	26	0.0397553517	0.1362140263	1	6775065.34835081	1344328.22142641	
ALYE	1	2007-08-09	1.01	1.01	-0.0714285714	0.0326696673	1	6678258.70051723	1355013.06967016	
ALYE	1	2007-08-10	0.7	0.7	0	0.1298776765	1	6678238.70051723	1335651.74010345	
PNTR	1	2007-08-13	8.09	8.09	0.0011778563	0.6781955502	1	6679791.90162454	1335647.74010345	
ALYE	1	2007-08-14	0.65	0.65	0	0.2713950761	1	6679771.90162454	1335958.38032491	
BLGO	1	2007-08-15	0.5	0.5	0	0.0840450478	1	6679751.90162454	1335954.38032491	
IFNY	1	2007-08-16	1.75	1.75	0.0106951872	0.0777310777	1	6694020.1409863	1335950.38032491	
IGXT	1	2007-08-17	1.35	1.35	0	0.3055593654	1	6694000.1409863	1338804.02819726	
IMH	0.1	2007-08-20	1.77	17.7	0.0178571429	0.0723367894	1	6717887.28434697	1338800.02819726	
CMXI	1	2007-08-21	0.67	0.67	0.0746268657	0.0993234578	1	6818134.2587402	1343577.45686939	
SEED	1	2007-08-22	8.48	8.48	-0.0376470588	0.0763303587	1	6766777.7184391	1363626.85174804	
LPTN	0.1428571429	2007-08-23	1.55	10.85	0.0303030303	0.089659679	1	6807768.49249025	1353355.54368782	
CSUN	0.3333333333	2007-08-24	5.6	16.8	-0.0186125212	0.0829938207	1	6782406.54547929	1361553.69849805	
SCON	0.0833333333	2007-08-27	3.52	42.24	0.0462633452	0.1267260889	1	6845141.90853354	1356481.30909586	
CHCI	1	2007-08-28	2.48	2.48	0.0627615063	0.0654241988	1	6931044.19190426	1369028.38170671	
PNTR	1	2007-08-29	8.08	8.08	-0.0164556962	0.175442717	1	6908213.1603866	1386208.83838085	
AOLS	1	2007-08-30	0.41	0.41	0	0.1008848793	1	6908193.1603866	1381642.63207732	
PTN	0.1	2007-08-31	0.66	6.6	2.22044604925031E-016	0.1111105435	1	6908173.1603866	1381638.63207732	
GNVC	0.1	2007-09-04	2.33	23.3	0.0269058296	0.1221461008	1	6945327.18636177	1381634.63207732	
NINE	1	2007-09-05	2.9	2.9	-0.013559322	0.0723272782	1	6926472.40077164	1389065.43727235	
BLGO	1	2007-09-06	0.4	0.4	0	0.0589164919	1	6926452.40077164	1385294.48015433	
NHLD	1	2007-09-07	2.45	2.45	-0.0625	0.2058153753	1	6839851.74576199	1385290.48015433	
CHCI	1	2007-09-10	2.03	2.03	-0.0380952381	0.0404425441	1	6787718.58960381	1367970.3491524	
MNOV	1	2007-09-11	6.8	6.8	-0.0144927536	1.0496684589	1	6768024.04296727	1357543.71792076	
LPHI	3.2707641196	2007-09-12	41.05	12.5505840528	0.0120131583	0.102117739	1	6784265.11175323	1353604.80859345	
BLGO	1	2007-09-13	0.4	0.4	0	0.1010658341	1	6784245.11175323	1356853.02235065	
BKYI	1	2007-09-17	0.12	0.12	0.1	0.1281480247	1	6919910.01398829	1356849.02235065	
XPLR	0.0025	2007-09-14	199.8	79920	-0.0102272727	0.009067887	1	6905735.65259605	1383982.00279766	
ADMP	0.0588235294	2007-09-18	0.05	0.85	0	0.1635016307	1	6905715.65259604	1381147.13051921	
ADMP	0.0588235294	2007-09-19	0.06	1.02	-0.1666666667	0.079883501	1	6675505.13084284	1381143.13051921	
CMXI	1	2007-09-21	2.65	2.65	-0.0034482759	0.3092780878	1	6670881.33420088	1335101.02616857	
CMXI	1	2007-09-24	2.9	2.9	0.0692041522	0.0934509408	1	6763191.87169847	1334176.26684018	
MFRI	1	2007-09-25	17.65	17.65	0.0033632287	0.0937385069	1	6767721.10389917	1352638.37433969	
CRDC	1	2007-09-26	8.93	8.93	-0.0107526882	0.0949560549	1	6753146.86496605	1353544.22077983	
SCON	0.0833333333	2007-09-27	8.3	99.6	0.0477568741	0.0746900209	1	6817628.70188179	1350629.37299321	
CMXI	1	2007-09-28	3.68	3.68	0.25	0.1243153921	1	7158490.13697588	1363525.74037636	
DARA	0.0003150102	2007-10-01	0.04	126.98	0	0.9068991202	1	7158470.13697588	1431698.02739518	
AXGN	1.1851851852	2007-10-02	2.6	2.19375	0.1465336134	0.1657788575	1	7368241.43615826	1431694.02739518	
CMXI	1	2007-10-03	4.6	4.6	0.0442890443	0.092961718	1	7433487.91041794	1473648.28723165	
APPY	0.0333366016	2007-10-04	10	299.9705882353	0.0143557108	0.1487158298	1	7454810.5109608	1486697.58208359	
MSTX	0.04	2007-10-05	0.83	20.75	0.0125	0.4383749777	1	7473427.53723821	1490962.10219216	
PTN	0.1	2007-10-08	0.35	3.5	0	0.5891252627	1	7473407.53723821	1494685.50744764	
ABAT	1	2007-10-09	9.2	9.2	-0.0060240964	0.1334210065	1	7464383.43177165	1494681.50744764	
CBAK	0.2	2007-10-10	8.38	41.9	-0.0628571429	0.1024105085	1	7370525.46862938	1492876.68635433	
AMNL	1	2007-10-11	0.72	0.72	0.0101010101	0.1655159401	1	7385395.41907106	1474105.09372588	
MSTX	0.04	2007-10-12	0.74	18.5	-0.0714285714	0.2153671801	1	7279869.77022718	1477079.08381421	
DARA	0.0003150221	2007-10-15	0.26	825.339047619	0.8095356607	0.1697635663	1	8458512.60700683	1455973.95404544	
ONP	0.2595155709	2007-10-18	0.75	2.89	0	0.2125563519	1	8458492.60700683	1691702.52140137	
CYDY	1	2007-10-19	0.3	0.3	0	0.0773995647	1	8458472.60700683	1691698.52140137	
DARA	0.0003150213	2007-10-22	0.41	1301.4994444445	-0.1052681821	0.1164914001	1	8280371.00003466	1691694.52140137	
ISIG	1.3854961832	2007-10-23	3.88	2.8004407713	-0.0671162213	0.0658500391	1	8169201.55748399	1656074.20000693	
DCTH	0.0625	2007-10-24	1.39	22.24	-0.0071428571	0.1365170105	1	8157511.26954472	1633840.3114968	
CYDY	1	2007-10-25	0.28	0.28	0.25	0.1915066181	1	8565366.83302196	1631502.25390894	
CYDY	1	2007-10-26	0.28	0.28	-0.3142857143	0.1580886202	1	8026952.34637486	1713073.36660439	
IFNY	1	2007-10-29	1.26	1.26	-0.025	0.0887105031	1	7986797.58464299	1605390.46927497	
CYDY	1	2007-10-30	0.24	0.24	0.0416666667	0.1795376393	1	8053334.23118168	1597359.5169286	
PTN	0.1	2007-10-31	0.37	3.7	-0.1363636364	0.1043072204	1	7833677.84305855	1610666.84623634	
SMSI	1	2007-11-01	11.88	11.88	-0.0856353591	0.1027187686	1	7699489.88000064	1566735.56861171	
SNGX	0.05	2007-11-05	0.21	4.2	0	0.1074147837	1	7699469.88000064	1539897.97600013	
WFCF	1	2007-11-06	0.2	0.2	0	0.0537716625	1	7699449.88000064	1539893.97600013	
LOCM	1	2007-11-07	4	4	-0.0600522193	0.0737605966	1	7606956.06943144	1539889.97600013	
ASTC	0.1	2007-11-08	0.25	2.5	0	0.0528346687	1	7606936.06943144	1521391.21388629	
CBEH	1	2007-11-09	4.8	4.8	0	0.0803512844	1	7606916.06943144	1521387.21388629	
LWLG	1	2007-11-12	0.66	0.66	0.0169491525	0.0624819229	1	7632682.225599	1521383.21388629	
DDXS	1	2007-11-14	0.65	0.65	0.2	0.589712394	1	7937969.51462296	1526536.4451198	
IMMY	0.025	2007-11-15	3.4	136	-0.1337386018	0.0640297281	1	7725626.92578198	1587593.90292459	
DPDW	0.05	2007-11-16	27	540	0.1384615385	0.1367013792	1	7939547.36372671	1545125.3851564	
DSWL	1.5665859564	2007-11-20	8.38	5.3492117465	-0.0543959629	0.0809000647	1	7853151.49902072	1587909.47274534	
HH	1	2007-11-21	1.8	1.8	0.03125	0.0967462303	1	7902213.6958896	1570630.29980414	
BLGO	1	2007-11-23	0.8	0.8	0	0.0761251231	1	7902193.6958896	1580442.73917792	
LOCM	1	2007-11-26	3.87	3.87	0.0366492147	0.0591901056	1	7960095.53449821	1580438.73917792	
PED	0.0029725713	2007-11-27	0.23	77.3740909091	0	0.0929309716	1	7960075.53449821	1592019.10689964	
APT	1	2007-11-28	1.68	1.68	-0.005988024	0.3287924602	1	7950522.509906	1592015.10689964	
ADK	1.1585365854	2007-11-29	1	0.8631578947	0.0249217823	0.0709638306	1	7990130.74811483	1590104.5019812	
IMUC	1	2007-11-30	0.7	0.7	0	0.151418594	1	7990110.74811483	1598026.14962297	
OMTK	1	2007-12-03	1.75	1.75	0	0.0999701162	1	7990090.74811483	1598022.14962297	
TBUFF	1	2007-12-04	0.48	0.48	0	0.0573681562	1	7990070.74811483	1598018.14962297	
NROM	1	2007-12-05	1.85	1.85	0.4244186047	0.123894023	1	8668277.68371063	1598014.14962297	
HEB	1	2007-12-06	1.3	1.3	-0.25	1.0436345087	1	8234843.7995251	1733655.53674213	
NROM	1	2007-12-07	2.45	2.45	0.076	0.1546407767	1	8359993.42527788	1646968.75990502	
ASTC	1	2007-12-10	1.91	1.91	0.1878787879	0.0684794318	1	8674106.51156105	1671998.68505558	
MOBQ	1	2007-12-11	0.95	0.95	0	0.0495990061	1	8674086.51156105	1734821.30231221	
IMMY	0.025	2007-12-12	2.75	110	-0.0178571429	0.2420000423	1	8643087.63116261	1734817.30231221	
ADMP	0.0588235294	2007-12-13	0.05	0.85	0	0.20723577	1	8643067.63116261	1728617.52623252	
IFNY	1	2007-12-17	0.99	0.99	-0.0574712644	0.1824605445	1	8543702.02620672	1728613.52623252	
OMTK	1	2007-12-18	0.73	0.73	0	0.1736465225	1	8543682.02620672	1708740.40524134	
HEB	1	2007-12-19	0.96	0.96	-0.1326530612	0.2894373458	1	8316992.91122573	1708736.40524134	
APGI	1	2007-12-20	0.49	0.49	0.1555555556	0.153277058	1	8575723.80179719	1663398.58224515	
FMD	0.1	2007-12-21	15.29	152.9	-0.1265690377	0.2809537977	1	8358619.58003622	1715144.76035944	
OMTK	1	2007-12-26	0.73	0.73	0	0.2363987419	1	8358599.58003622	1671723.91600724	
AXGN	1.1926605505	2007-12-27	1.6	1.3415384615	0	0.1732094492	1	8358579.58003622	1671719.91600724	
OPRX	1	2007-12-28	7	7	-0.2857142857	0.1290362441	1	7880926.46117701	1671715.91600724	
SKBI	0.2	2007-12-31	1.4	7	0	0.112985866	1	7880906.461177	1576185.2922354	
TBUFF	1	2008-01-02	0.44	0.44	0.175	0.1260556056	1	8156718.1873182	1576181.2922354	
CMXI	1	2008-01-03	1.95	1.95	-0.0324324324	0.1731776621	1	8103789.74502208	1631343.63746364	
CMXI	1	2008-01-07	1.79	1.79	0.0382165605	0.9975761674	1	8165709.53925155	1620757.94900442	
CHCI	1	2008-01-08	0.78	0.78	-0.1612903226	0.0725961193	1	7902279.5541144	1633141.90785031	
THM	1	2008-01-09	1.55	1.55	-0.0130718954	0.13368166	1	7881599.99972456	1580455.91082288	
CYDY	1	2008-01-10	0.35	0.35	0	0.2729032637	1	7881579.99972456	1576319.99994491	
WFCF	1	2008-01-11	0.15	0.15	0	0.0603472833	1	7881559.99972456	1576315.99994491	
IMUC	1	2008-01-14	0.53	0.53	0	0.2002166769	1	7881539.99972456	1576311.99994491	
YOD	0.0133358735	2008-01-17	0.7	52.49	-0.081867162	0.2914364798	1	7752472.13738753	1576307.99994491	
BLGO	1	2008-01-22	0.75	0.75	0.25	0.1168225242	1	8140075.7442569	1550494.42747751	
ADMP	0.0588235294	2008-01-23	0.05	0.85	0	0.122509411	1	8140055.74425691	1628015.14885138	
GENE	1	2008-01-25	3.45	3.45	-0.125	0.1401482492	1	7936534.35065048	1628011.14885138	
SCON	0.0833333333	2008-01-28	4.94	59.28	-0.0395480226	0.3002368966	1	7873739.50267924	1587306.8701301	
ECTE	0.1	2008-01-29	1.2	12	-0.0384615385	0.1385709192	1	7813152.27573555	1574747.90053585	
CBLI	1	2008-01-30	4.12	4.12	0	0.1254073381	1	7813132.27573555	1562630.45514711	
CHCI	1	2008-01-31	0.74	0.74	-0.1194029851	0.0647544701	1	7626530.0124344	1562626.45514711	
SYNM	0.1	2008-02-01	1	10	-0.15	0.091256699	1	7397714.11206137	1525306.00248688	
SOQ	0.1799899447	2008-02-05	3.55	19.7233240223	0.0111926843	0.4676898411	1	7414254.16784588	1479542.82241227	
OPXA	0.25	2008-02-06	2.61	10.44	-0.1368821293	0.0913475885	1	7211258.38834592	1482850.83356918	
CHCI	1	2008-02-07	0.87	0.87	-0.0421052632	0.0706698283	1	7150512.00191774	1442251.67766918	
DYAI	1	2008-02-08	0.25	0.25	0.12	0.1190801487	1	7322104.28996377	1430102.40038355	
OMTK	1	2008-02-11	0.4	0.4	0	0.094792178	1	7322084.28996377	1464420.85799275	
SYNM	0.1	2008-02-12	0.74	7.4	-0.0533333333	0.2510633742	1	7243962.05753749	1464416.85799275	
OMTK	1	2008-02-13	0.4	0.4	0	0.1324049527	1	7243942.05753749	1448792.4115075	
DYAI	1	2008-02-14	0.21	0.21	0	0.0903565628	1	7243922.05753749	1448788.4115075	
DARA	0.0125	2008-02-19	3.89	311.2	-0.0813559322	0.0897365021	1	7126034.85117756	1448784.4115075	
DARA	0.0125	2008-02-20	2.95	236	-0.1328413284	0.1012753592	1	6936688.4639876	1425206.97023551	
ASTC	1	2008-02-21	1.19	1.19	-0.1545454545	0.1251944372	1	6722261.72964616	1387337.69279752	
CYDY	1	2008-02-22	0.25	0.25	0	0.1080674604	1	6722241.72964616	1344452.34592923	
ESYS	1	2008-02-25	6.2	6.2	0.0169491525	0.3001981462	1	6745008.98974666	1344448.34592923	
OPRX	1	2008-02-26	4	4	0	0.0889177309	1	6744988.98974666	1349001.79794933	
DARA	0.0125	2008-02-27	4.46	356.8	-0.0514705882	1.7764921515	1	6675535.27955809	1348997.79794933	
ADMP	0.0588235294	2008-02-28	0.07	1.19	0	0.0868846366	1	6675515.27955809	1335107.05591162	
CYBE	1	2008-02-29	10.96	10.96	-0.0240384615	0.6861078496	1	6643401.45609868	1335103.05591162	
LTRX	0.1666666667	2008-03-03	0.85	5.1	0.1846153846	0.1274736515	1	6888676.27909309	1328680.29121974	
AXGN	1.1891891892	2008-03-04	2.2	1.85	0.0023166023	0.1843209028	1	6891847.94377838	1377735.25581862	
OPRX	1	2008-03-05	6	6	0.1428571429	0.4449616168	1	7088737.88502919	1378369.58875568	
IMUC	1	2008-03-06	0.7	0.7	-0.0571428571	0.1369768008	1	7007703.73777172	1417747.57700584	
EFOI	1	2008-03-07	3.1	3.1	-0.1524249423	0.3189647481	1	6794053.97024611	1401540.74755434	
EFOI	1	2008-03-10	4.33	4.33	-0.0953678474	0.1643085662	1	6664447.1097782	1358810.79404922	
OMTK	1	2008-03-11	0.25	0.25	2.2666666667	0.1042365167	1	9685643.13287766	1332889.42195564	
DYAI	1	2008-03-12	0.32	0.32	-0.0384615385	0.0445303572	1	9611118.18570167	1937128.62657553	
OMTK	1	2008-03-13	0.98	0.98	-0.375	0.1038552619	1	8890264.32177405	1922223.63714033	
ORGN	3.5185185185	2008-03-17	1.06	0.3012631579	-0.0836847947	0.2434660669	1	8741448.33290351	1778052.86435481	
ABCP	2.9230769231	2008-03-18	0.38	0.13	0	0.2279917123	1	8741428.33290351	1748289.6665807	
CPAH	1	2008-03-19	2.02	2.02	-0.2380952381	0.3323997525	1	8325149.84086049	1748285.6665807	
OMTK	1	2008-03-20	0.5	0.5	-0.2	0.1265748991	1	7992123.84722607	1665029.9681721	
CPAH	1	2008-03-24	1.6	1.6	-0.0625	1.1803366253	1	7892202.29913574	1598424.76944521	
OMTK	1	2008-03-25	0.4	0.4	0	0.1625024346	1	7892182.29913574	1578440.45982715	
OPXA	0.25	2008-03-26	1.49	5.96	0.0737704918	0.1521669343	1	8008604.33305742	1578436.45982715	
CPAH	1	2008-03-27	2	2	-0.075	0.4301134479	1	7888455.26806156	1601720.86661148	
NTN	1	2008-03-31	0.46	0.46	-0.1090909091	0.125672823	1	7716323.5167584	1577691.05361231	
DYAI	1	2008-04-01	0.26	0.26	0.08	0.1537913362	1	7839764.69302653	1543264.70335168	
WFCF	1	2008-04-02	0.25	0.25	-0.15	0.3000499048	1	7604551.75223573	1567952.93860531	
PNTR	1	2008-04-03	5	5	0.0374220374	0.5071606949	1	7661447.31628573	1520910.35044715	
AVTC	0.2	2008-04-04	1.75	8.75	-0.1882352941	0.1108566928	1	7372996.35849615	1532289.46325715	
CMXI	1	2008-04-07	0.97	0.97	0.0736842105	0.3236815936	1	7481631.04167399	1474599.27169923	
ONP	0.2591463415	2008-04-08	0.85	3.28	0	0.3672348336	1	7481611.04167399	1496326.2083348	
GPCM	1	2008-04-09	0.45	0.45	-0.0444444444	0.0679682578	1	7415087.83241466	1496322.2083348	
AETI	1	2008-04-10	5.18	5.18	-0.0077220077	0.1913052314	1	7403615.95931441	1483017.56648293	
IDSA	1.5114503817	2008-04-11	12.25	8.1047979798	0.0030340197	0.1510838839	1	7408088.50268843	1480723.19186288	
YOD	0.0133365664	2008-04-14	1	74.9818181818	-1.15468107708683E-005	0.3464441446	1	7408051.39472921	1481617.70053769	
CBAK	0.2	2008-04-15	3.86	19.3	0.0127226463	0.2207288487	1	7426881.39827813	1481610.27894584	
MNOV	1	2008-04-16	3.82	3.82	-0.0825	0.0735085797	1	7304317.85520655	1485376.27965563	
CYDY	1	2008-04-17	0.26	0.26	0.1538461538	0.1403061595	1	7529046.09690521	1460863.57104131	
ONP	0.2595155709	2008-04-18	0.75	2.89	0	0.0964133097	1	7529026.09690521	1505809.21938104	
CYDY	1	2008-04-21	0.3	0.3	0	0.1954785287	1	7529006.09690521	1505805.21938104	
TIGR	1	2008-04-22	10.45	10.45	0.0816077954	0.0859067011	1	7651871.21468661	1505801.21938104	
ASTC	1	2008-04-23	0.55	0.55	0.119047619	0.0588852967	1	7834038.6245601	1530374.24293732	
FRD	1.406504065	2008-04-24	5.24	3.7255491329	0.0126255364	0.0381500345	1	7853800.4124916	1566807.72491202	
SYNM	0.1	2008-04-28	1.14	11.4	-0.0743243243	0.1330395204	1	7737034.7306843	1570760.08249832	
OPRX	1	2008-04-29	4.15	4.15	-0.0024096386	0.2334079675	1	7733286.03924782	1547406.94613686	
OPRX	1	2008-04-30	4.15	4.15	0.0024154589	0.2963223435	1	7737001.9262233	1546657.20784956	
IMUC	1	2008-05-01	0.5	0.5	0	0.2261142166	1	7736981.9262233	1547400.38524466	
BLGO	1	2008-05-02	1.65	1.65	0	0.2297438339	1	7736961.9262233	1547396.38524466	
MOBQ	1	2008-05-05	0.45	0.45	0	0.1725416846	1	7736941.9262233	1547392.38524466	
IFNY	1	2008-05-06	0.44	0.44	0	0.0857236632	1	7736921.9262233	1547388.38524466	
MOBQ	1	2008-05-07	0.4	0.4	0	0.1670810608	1	7736901.9262233	1547384.38524466	
DYAI	1	2008-05-08	0.35	0.35	0	0.2310929647	1	7736881.9262233	1547380.38524466	
CCNI	1	2008-05-09	0.72	0.72	0.0416666667	0.1043060565	1	7801335.94227516	1547376.38524466	
ONP	0.2592592593	2008-05-13	0.55	2.1214285714	0.167866941	0.4908610915	1	8063233.22236732	1560267.18845503	
